Channel Title,Channel Username,ID,Message,Date,Media Path
Sheger Shoes ሸገር ጫማ,@shegershoes123,2609,,2025-01-14 12:15:55+00:00,photos\@shegershoes123_2609.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2608,,2025-01-14 12:15:52+00:00,photos\@shegershoes123_2608.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2607,,2025-01-14 12:15:50+00:00,photos\@shegershoes123_2607.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2606,,2025-01-14 12:15:45+00:00,photos\@shegershoes123_2606.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2605,,2025-01-14 12:15:42+00:00,photos\@shegershoes123_2605.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2604,"⭐️⭐️New Arrival ⭐️⭐️
🔥Imported shoes 🔥
💰Price 6,999birr 💰 
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
☎️ 0988001111 or 0987001111",2025-01-14 12:15:36+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2603,🎄መልካም የገና በዓል ይሁንላችሁ🎄,2025-01-07 06:38:36+00:00,photos\@shegershoes123_2603.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2602,,2025-01-01 10:54:21+00:00,photos\@shegershoes123_2602.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2601,,2025-01-01 10:54:18+00:00,photos\@shegershoes123_2601.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2600,,2025-01-01 10:54:16+00:00,photos\@shegershoes123_2600.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2599,,2025-01-01 10:54:12+00:00,photos\@shegershoes123_2599.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2598,,2025-01-01 10:54:07+00:00,photos\@shegershoes123_2598.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2597,,2025-01-01 10:54:03+00:00,photos\@shegershoes123_2597.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2596,,2025-01-01 10:54:01+00:00,photos\@shegershoes123_2596.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2595,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-3,299 birr 💵
☎️ 0988001111 or 0987001111",2025-01-01 10:53:56+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2594,,2024-12-20 12:35:46+00:00,photos\@shegershoes123_2594.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2593,,2024-12-20 12:35:41+00:00,photos\@shegershoes123_2593.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2592,,2024-12-20 12:35:38+00:00,photos\@shegershoes123_2592.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2591,,2024-12-20 12:35:33+00:00,photos\@shegershoes123_2591.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2590,,2024-12-20 12:35:27+00:00,photos\@shegershoes123_2590.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2589,,2024-12-20 12:35:23+00:00,photos\@shegershoes123_2589.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2588,,2024-12-20 12:35:17+00:00,photos\@shegershoes123_2588.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2587,,2024-12-20 12:35:15+00:00,photos\@shegershoes123_2587.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2586,,2024-12-20 12:35:06+00:00,photos\@shegershoes123_2586.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2585,,2024-12-20 12:35:03+00:00,photos\@shegershoes123_2585.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2584,,2024-12-20 12:35:00+00:00,photos\@shegershoes123_2584.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2583,,2024-12-20 12:34:41+00:00,photos\@shegershoes123_2583.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2582,,2024-12-20 12:34:25+00:00,photos\@shegershoes123_2582.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2581,,2024-12-20 12:34:19+00:00,photos\@shegershoes123_2581.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2580,,2024-12-20 12:34:17+00:00,photos\@shegershoes123_2580.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2579,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-3,299 birr 💵
☎️ 0988001111 or 0987001111",2024-12-20 12:34:05+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2578,,2024-12-05 13:12:40+00:00,photos\@shegershoes123_2578.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2577,,2024-12-05 13:12:37+00:00,photos\@shegershoes123_2577.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2576,,2024-12-05 13:12:33+00:00,photos\@shegershoes123_2576.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2575,,2024-12-05 13:12:30+00:00,photos\@shegershoes123_2575.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2574,,2024-12-05 13:12:25+00:00,photos\@shegershoes123_2574.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2573,,2024-12-05 13:12:18+00:00,photos\@shegershoes123_2573.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2572,,2024-12-05 13:12:16+00:00,photos\@shegershoes123_2572.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2571,,2024-12-05 13:12:14+00:00,photos\@shegershoes123_2571.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2570,,2024-12-05 13:12:12+00:00,photos\@shegershoes123_2570.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2569,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-3,299 birr 💵
☎️ 0988001111 or 0987001111",2024-12-05 13:12:03+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2568,https://t.me/alphamaleclothing,2024-12-05 05:27:27+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2567,,2024-11-22 12:33:11+00:00,photos\@shegershoes123_2567.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2566,,2024-11-22 12:33:07+00:00,photos\@shegershoes123_2566.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2565,,2024-11-22 12:33:03+00:00,photos\@shegershoes123_2565.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2564,,2024-11-22 12:32:59+00:00,photos\@shegershoes123_2564.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2563,,2024-11-22 12:32:57+00:00,photos\@shegershoes123_2563.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2562,,2024-11-22 12:32:51+00:00,photos\@shegershoes123_2562.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2561,,2024-11-22 12:32:48+00:00,photos\@shegershoes123_2561.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2560,,2024-11-22 12:32:34+00:00,photos\@shegershoes123_2560.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2559,,2024-11-22 12:32:32+00:00,photos\@shegershoes123_2559.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2558,,2024-11-22 12:32:29+00:00,photos\@shegershoes123_2558.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2557,,2024-11-22 12:32:21+00:00,photos\@shegershoes123_2557.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2556,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-3,299 birr 💵
☎️ 0988001111 or 0987001111",2024-11-22 12:31:55+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2555,,2024-10-16 08:34:54+00:00,photos\@shegershoes123_2555.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2554,,2024-10-16 08:34:46+00:00,photos\@shegershoes123_2554.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2553,,2024-10-16 08:34:35+00:00,photos\@shegershoes123_2553.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2552,,2024-10-16 08:34:22+00:00,photos\@shegershoes123_2552.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2551,,2024-10-16 08:34:19+00:00,photos\@shegershoes123_2551.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2550,,2024-10-16 08:34:14+00:00,photos\@shegershoes123_2550.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2549,,2024-10-16 08:34:08+00:00,photos\@shegershoes123_2549.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2548,,2024-10-16 08:34:02+00:00,photos\@shegershoes123_2548.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2547,,2024-10-16 08:34:00+00:00,photos\@shegershoes123_2547.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2546,,2024-10-16 08:33:54+00:00,photos\@shegershoes123_2546.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2545,,2024-10-16 08:33:51+00:00,photos\@shegershoes123_2545.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2544,,2024-10-16 08:33:45+00:00,photos\@shegershoes123_2544.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2543,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-3,299 birr 💵
☎️ 0988001111 or 0987001111",2024-10-16 08:33:31+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2542,🌼መልካም አዲስ አመት 🌼,2024-09-11 06:56:42+00:00,photos\@shegershoes123_2542.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2541,,2024-09-05 14:18:02+00:00,photos\@shegershoes123_2541.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2540,,2024-09-05 14:18:02+00:00,photos\@shegershoes123_2540.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2539,,2024-09-05 14:18:01+00:00,photos\@shegershoes123_2539.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2538,,2024-09-05 14:18:01+00:00,photos\@shegershoes123_2538.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2537,,2024-09-05 14:18:00+00:00,photos\@shegershoes123_2537.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2536,,2024-09-05 14:18:00+00:00,photos\@shegershoes123_2536.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2535,,2024-09-05 14:16:13+00:00,photos\@shegershoes123_2535.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2534,,2024-09-05 14:16:12+00:00,photos\@shegershoes123_2534.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2533,,2024-09-05 14:16:12+00:00,photos\@shegershoes123_2533.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2532,,2024-09-05 14:16:05+00:00,photos\@shegershoes123_2532.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2531,,2024-09-05 14:16:05+00:00,photos\@shegershoes123_2531.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2530,,2024-09-05 14:15:56+00:00,photos\@shegershoes123_2530.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2529,,2024-09-05 14:15:56+00:00,photos\@shegershoes123_2529.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2528,,2024-09-05 14:15:47+00:00,photos\@shegershoes123_2528.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2527,,2024-09-05 14:15:29+00:00,photos\@shegershoes123_2527.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2526,,2024-09-05 14:15:29+00:00,photos\@shegershoes123_2526.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2525,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-3,299 birr 💵
☎️ 0988001111 or 0987001111",2024-09-05 14:15:19+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2524,,2024-09-05 13:33:58+00:00,photos\@shegershoes123_2524.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2523,"🌼Holiday sale ልዩ የበዓል ቅናሽ🌼
🔥🔥🔥🔥999birr only 🔥🔥🔥
☎️ 0988001111
@shegershoes101 
📍Bole behind sheger building Libanos Building 1st floor shop no 110",2024-09-05 13:18:16+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2522,,2024-09-05 13:17:32+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2521,,2024-08-03 14:43:20+00:00,photos\@shegershoes123_2521.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2520,,2024-08-03 14:43:20+00:00,photos\@shegershoes123_2520.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2519,,2024-08-03 14:43:20+00:00,photos\@shegershoes123_2519.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2518,,2024-08-03 14:43:07+00:00,photos\@shegershoes123_2518.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2517,,2024-08-03 14:43:07+00:00,photos\@shegershoes123_2517.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2516,,2024-08-03 14:43:07+00:00,photos\@shegershoes123_2516.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2515,,2024-08-03 14:42:32+00:00,photos\@shegershoes123_2515.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2514,,2024-08-03 14:42:31+00:00,photos\@shegershoes123_2514.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2513,,2024-08-03 14:42:31+00:00,photos\@shegershoes123_2513.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2512,,2024-08-03 14:42:26+00:00,photos\@shegershoes123_2512.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2511,,2024-08-03 14:42:26+00:00,photos\@shegershoes123_2511.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2510,,2024-08-03 14:42:20+00:00,photos\@shegershoes123_2510.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2509,,2024-08-03 14:42:20+00:00,photos\@shegershoes123_2509.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2508,,2024-08-03 14:42:20+00:00,photos\@shegershoes123_2508.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2507,,2024-08-03 14:41:35+00:00,photos\@shegershoes123_2507.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2506,,2024-08-03 14:41:34+00:00,photos\@shegershoes123_2506.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2505,,2024-08-03 14:41:24+00:00,photos\@shegershoes123_2505.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2504,,2024-08-03 14:41:24+00:00,photos\@shegershoes123_2504.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2503,,2024-08-03 14:41:24+00:00,photos\@shegershoes123_2503.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2502,,2024-08-03 14:41:24+00:00,photos\@shegershoes123_2502.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2501,,2024-08-03 14:41:24+00:00,photos\@shegershoes123_2501.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2500,,2024-08-03 14:41:24+00:00,photos\@shegershoes123_2500.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2499,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-2,799 birr 💵
☎️ 0988001111 or 0987001111",2024-08-03 14:40:58+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2498,,2024-07-23 11:48:22+00:00,photos\@shegershoes123_2498.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2497,,2024-07-23 11:48:22+00:00,photos\@shegershoes123_2497.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2496,,2024-07-23 11:48:22+00:00,photos\@shegershoes123_2496.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2495,,2024-07-23 11:48:11+00:00,photos\@shegershoes123_2495.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2494,,2024-07-23 11:48:07+00:00,photos\@shegershoes123_2494.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2493,,2024-07-23 11:48:07+00:00,photos\@shegershoes123_2493.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2492,,2024-07-23 11:48:07+00:00,photos\@shegershoes123_2492.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2491,,2024-07-23 11:47:57+00:00,photos\@shegershoes123_2491.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2490,,2024-07-23 11:47:52+00:00,photos\@shegershoes123_2490.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2489,,2024-07-23 11:47:47+00:00,photos\@shegershoes123_2489.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2488,,2024-07-23 11:47:46+00:00,photos\@shegershoes123_2488.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2487,,2024-07-23 11:47:44+00:00,photos\@shegershoes123_2487.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2486,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-2,799 birr 💵
☎️ 0988001111 or 0987001111",2024-07-23 11:47:28+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2485,,2024-07-11 17:52:06+00:00,photos\@shegershoes123_2485.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2484,,2024-07-11 17:52:03+00:00,photos\@shegershoes123_2484.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2483,,2024-07-11 17:52:01+00:00,photos\@shegershoes123_2483.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2482,,2024-07-11 17:51:58+00:00,photos\@shegershoes123_2482.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2481,,2024-07-11 17:51:55+00:00,photos\@shegershoes123_2481.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2480,,2024-07-11 17:51:51+00:00,photos\@shegershoes123_2480.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2479,,2024-07-11 17:51:45+00:00,photos\@shegershoes123_2479.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2478,,2024-07-11 17:51:41+00:00,photos\@shegershoes123_2478.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2477,,2024-07-11 17:51:38+00:00,photos\@shegershoes123_2477.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2476,,2024-07-11 17:51:34+00:00,photos\@shegershoes123_2476.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2475,,2024-07-11 17:51:23+00:00,photos\@shegershoes123_2475.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2474,,2024-06-22 12:10:43+00:00,photos\@shegershoes123_2474.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2473,,2024-06-22 12:10:38+00:00,photos\@shegershoes123_2473.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2472,,2024-06-22 12:10:36+00:00,photos\@shegershoes123_2472.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2471,,2024-06-22 12:10:33+00:00,photos\@shegershoes123_2471.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2470,,2024-06-22 12:10:26+00:00,photos\@shegershoes123_2470.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2469,,2024-06-22 12:10:22+00:00,photos\@shegershoes123_2469.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2468,,2024-06-22 12:10:18+00:00,photos\@shegershoes123_2468.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2467,,2024-06-22 12:10:15+00:00,photos\@shegershoes123_2467.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2466,,2024-06-22 12:09:57+00:00,photos\@shegershoes123_2466.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2465,,2024-06-22 12:09:55+00:00,photos\@shegershoes123_2465.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2464,,2024-06-22 12:09:52+00:00,photos\@shegershoes123_2464.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2463,,2024-06-22 12:09:44+00:00,photos\@shegershoes123_2463.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2462,,2024-06-22 12:09:42+00:00,photos\@shegershoes123_2462.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2461,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-2,799 birr 💵
☎️ 0988001111 or 0987001111",2024-06-22 12:09:31+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2460,,2024-06-07 08:02:59+00:00,photos\@shegershoes123_2460.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2459,,2024-06-07 08:02:56+00:00,photos\@shegershoes123_2459.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2458,,2024-06-07 08:02:54+00:00,photos\@shegershoes123_2458.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2457,,2024-06-07 08:02:52+00:00,photos\@shegershoes123_2457.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2456,,2024-06-07 08:02:46+00:00,photos\@shegershoes123_2456.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2455,,2024-06-07 08:02:42+00:00,photos\@shegershoes123_2455.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2454,,2024-06-07 08:02:39+00:00,photos\@shegershoes123_2454.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2453,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-2,799 birr 💵
☎️ 0988001111 or 0987001111",2024-06-07 08:02:34+00:00,
Sheger Shoes ሸገር ጫማ,@shegershoes123,2452,,2024-05-27 17:22:57+00:00,photos\@shegershoes123_2452.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2451,,2024-05-27 17:22:57+00:00,photos\@shegershoes123_2451.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2450,,2024-05-27 17:22:47+00:00,photos\@shegershoes123_2450.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2449,,2024-05-27 17:22:47+00:00,photos\@shegershoes123_2449.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2448,,2024-05-27 17:22:36+00:00,photos\@shegershoes123_2448.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2447,,2024-05-27 17:22:35+00:00,photos\@shegershoes123_2447.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2446,,2024-05-27 17:22:28+00:00,photos\@shegershoes123_2446.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2445,,2024-05-27 17:22:27+00:00,photos\@shegershoes123_2445.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2444,,2024-05-27 17:22:20+00:00,photos\@shegershoes123_2444.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2443,,2024-05-27 17:22:20+00:00,photos\@shegershoes123_2443.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2442,,2024-05-27 17:22:20+00:00,photos\@shegershoes123_2442.jpg
Sheger Shoes ሸገር ጫማ,@shegershoes123,2441,"⭐️⭐️New Arrival ⭐️⭐️
Contact @shegershoes101 @Shegershoes202 
📍Bole behind sheger building on the building with dashen bank 1st floor
📍Jemo 1 kelela building ground floor 
Price 💵 1,599-2,799 birr 💵
☎️ 0988001111 or 0987001111",2024-05-27 17:22:00+00:00,
